"","uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
"804",100775262,"LOC100775262","GLYMA_19G007200","cinnamoyl-CoA reductase-like SNL6",107882,"MSTRG.36483","t40","up",NA,NA
"805",100775353,"LOC100775353","GLYMA_15G132600","berberine bridge enzyme-like 13",88496,"MSTRG.30072","t40","up",NA,NA
"806",100775372,"LOC100775372","GLYMA_16G145600","MLO-like protein 12",94684,"MSTRG.31939","t40","up",NA,NA
"807",100775377,"LOC100775377","GLYMA_16G214000","TMV resistance protein N-like",95874,"MSTRG.32378","t40","up",NA,NA
"808",100775396,"LOC100775396","GLYMA_17G060200","uncharacterized LOC100775396",97383,"MSTRG.32984","t40","up",NA,NA
"809",100775448,"LOC100775448","GLYMA_11G243900","protein-tyrosine-phosphatase MKP1",67052,"MSTRG.22873","t40","up",NA,NA
"810",100775453,"LOC100775453","GLYMA_04G104200","uncharacterized WD repeat-containing protein C2A9.03",19649,"MSTRG.6800","t40","up",NA,NA
"811",100775462,"LOC100775462","GLYMA_12G205000","probable serine/threonine-protein kinase At1g54610",71767,"MSTRG.24344","t40","up",NA,NA
"812",100775465,"LOC100775465","GLYMA_12G117000","ethylene-responsive transcription factor 9",69859,"MSTRG.23827","t40","up",NA,NA
"813",100775518,"LOC100775518","GLYMA_07G173000","G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300",39365,"MSTRG.13299","t40","up",NA,NA
"814",100775519,"LOC100775519","GLYMA_07G212800","ferredoxin--nitrite reductase, chloroplastic",40172,"MSTRG.13569","t40","up","ferredoxin--nitrite reductase, chloroplastic","GO:0009570,GO:0051539,GO:0020037,GO:0046872,GO:0016491"
"815",100775519,"LOC100775519","GLYMA_07G212800","ferredoxin--nitrite reductase, chloroplastic",40171,"MSTRG.13569","t40","up","ferredoxin--nitrite reductase, chloroplastic","GO:0009570,GO:0051539,GO:0020037,GO:0046872,GO:0016491"
"816",100775550,"LOC100775550","GLYMA_01G173800","U-box domain-containing protein 5",3871,"MSTRG.1241","t40","up",NA,NA
"817",100775558,"LOC100775558","GLYMA_01G024000","mitochondrial uncoupling protein 5",724,"MSTRG.304","t40","up",NA,NA
"818",100775571,"LOC100775571","GLYMA_17G245100","uncharacterized LOC100775571",101379,"MSTRG.34327","t40","up",NA,NA
"819",100775581,"LOC100775581","GLYMA_10G115400","cytochrome P450 71D8-like",57618,"MSTRG.19511","t40","up",NA,NA
"820",100775682,"LOC100775682","GLYMA_14G070700","BEL1-like homeodomain protein 7",82151,"MSTRG.27965","t40","up",NA,NA
"821",100775768,"LOC100775768","GLYMA_10G066000","serine/threonine-protein kinase CTR1",56530,"MSTRG.19259","t40","up",NA,NA
"822",100775781,"LOC100775781","GLYMA_18G182000","oxysterol-binding protein-related protein 3B-like",105366,"MSTRG.35600","t40","up",NA,NA
"823",100775836,"LOC100775836","GLYMA_20G152900","transcription factor bHLH118-like",116514,"MSTRG.39324","t40","up",NA,NA
"824",100775893,"LOC100775893","GLYMA_15G132800","berberine bridge enzyme-like 21",88499,"MSTRG.30074","t40","up",NA,NA
"825",100775900,"LOC100775900","GLYMA_15G041100","transcription factor MYB48-like",86672,"MSTRG.29368","t40","up",NA,NA
"826",100776030,"LOC100776030","GLYMA_13G048800, GBP","probable endo-1,3(4)-beta-glucanase ARB_01444",73728,"MSTRG.24864","t40","up",NA,NA
"827",100776038,"SCTF-1","GLYMA_06G045400","zinc finger protein ZAT10",29695,"MSTRG.10107","t40","up",NA,NA
"828",100776039,"LOC100776039","GLYMA_06G241300","ankyrin repeat-containing protein BDA1",34013,"MSTRG.11597","t40","up",NA,NA
"829",100776077,"LOC100776077","GLYMA_15G268200","uncharacterized LOC100776077",91368,"MSTRG.30858","t40","up",NA,NA
"830",100776109,"LOC100776109","GLYMA_17G007600","scarecrow-like protein 13",96291,"MSTRG.32513","t40","up",NA,NA
"831",100776117,"LOC100776117","GLYMA_17G245500","probable disease resistance protein At4g33300",101385,"MSTRG.34332","t40","up",NA,NA
"832",100776138,"LOC100776138","GLYMA_02G087400","AP2-like ethylene-responsive transcription factor TOE3",7160,"MSTRG.2499","t40","up",NA,NA
"833",100776165,"LOC100776165","GLYMA_11G193600","probable xyloglucan endotransglucosylase/hydrolase protein 32-like",65203,"MSTRG.22301","t40","up",NA,NA
"834",100776174,"LOC100776174","GLYMA_11G129600","cyanogenic beta-glucosidase",64282,"MSTRG.21979","t40","up",NA,NA
"835",100776177,"LOC100776177","GLYMA_04G253900","uncharacterized LOC100776177",22922,"MSTRG.7762","t40","up",NA,NA
"836",100776196,"LOC100776196","GLYMA_01G074600","hydroquinone glucosyltransferase",1716,"MSTRG.598","t40","up",NA,NA
"837",100776295,"LOC100776295","GLYMA_09G061500","plant intracellular Ras-group-related LRR protein 6",50622,"MSTRG.17264","t40","up",NA,NA
"838",100776413,"LOC100776413","GLYMA_13G331400","probable NOT transcription complex subunit VIP2",79796,"MSTRG.27091","t40","up",NA,NA
"839",100776419,"LOC100776419","GLYMA_06G107800, GmSHMT06n","serine hydroxymethyltransferase 7",31067,"MSTRG.10621","t40","up",NA,NA
"840",100776430,"LOC100776430","GLYMA_07G195300","stem-specific protein TSJT1",39816,"MSTRG.13431","t40","up",NA,NA
"841",100776488,"LOC100776488","GLYMA_02G125600","probable indole-3-acetic acid-amido synthetase GH3.1",8025,"MSTRG.2778","t40","up",NA,NA
"842",100776621,"SOMT-2","GLYMA_08G2467002","flavonoid 4'-O-methyltransferase SOMT-2",46735,"MSTRG.16002","t40","up",NA,NA
"843",100776660,"LOC100776660","GLYMA_10G115300","cytochrome P450 71D8-like",57617,"MSTRG.19510","t40","up",NA,NA
"844",100776669,"LOC100776669","GLYMA_02G035200","uncharacterized LOC100776669",6079,"MSTRG.2107","t40","up",NA,NA
"845",100776708,"LOC100776708","GLYMA_11G129700","cyanogenic beta-glucosidase",64283,"MSTRG.21980","t40","up",NA,NA
"846",100776740,"LOC100776740","GLYMA_05G072300","peptidyl serine alpha-galactosyltransferase",24777,"MSTRG.8447","t40","up",NA,NA
"847",100776809,"LOC100776809","GLYMA_08G338200","hydroquinone glucosyltransferase",48728,"MSTRG.16580","t40","up",NA,NA
"848",100776837,"LOC100776837","GLYMA_09G280200","probable WRKY transcription factor 33",54888,"MSTRG.18687","t40","up",NA,NA
"849",100776840,"LOC100776840","GLYMA_02G280100","uncharacterized LOC100776840",11240,"MSTRG.3858","t40","up",NA,NA
"850",100776865,"LOC100776865","GLYMA_10G276600","uncharacterized LOC100776865",61129,"MSTRG.20726","t40","up",NA,NA
"851",100776872,"LOC100776872","GLYMA_03G236600","zinc finger protein GAI-ASSOCIATED FACTOR 1",16770,"MSTRG.5719","t40","up",NA,NA
"852",100776878,"CYP93A1","GLYMA_03G143700, D6aH","3,9-dihydroxypterocarpan 6A-monooxygenase",14836,"MSTRG.4981","t40","up",NA,NA
"853",100776889,"LOC100776889","GLYMA_11G200700","uncharacterized protein DDB_G0280205",66119,"MSTRG.22544","t40","up",NA,NA
"854",100776975,"LOC100776975","GLYMA_16G095700","probable calcium-binding protein CML21",93607,"MSTRG.31650","t40","up",NA,NA
"855",100776993,"LOC100776993","GLYMA_17G053600","IQ domain-containing protein IQM1",97253,"MSTRG.32936","t40","up",NA,NA
"856",100777057,"LOC100777057","GLYMA_11G157100","putative calcium-binding protein CML19",65536,"MSTRG.22416","t40","up",NA,NA
"857",100777073,"LOC100777073","GLYMA_20G043000","hydroxymethylglutaryl-CoA lyase, mitochondrial",114099,"MSTRG.38563","t40","up",NA,NA
"858",100777107,"LOC100777107","GLYMA_06G300200","transcription factor MYB14",35021,"MSTRG.11876","t40","up",NA,NA
"859",100777122,"LOC100777122","GLYMA_14G081300","patatin-like protein 2",82467,"MSTRG.28052","t40","up",NA,NA
"860",100777147,"LOC100777147","GLYMA_08G273100","phosphoenolpyruvate carboxykinase (ATP) 1",47331,"MSTRG.16152","t40","up",NA,NA
"861",100777171,"LOC100777171","GLYMA_17G217100","two-component response regulator ARR12",100773,"MSTRG.34104","t40","up",NA,NA
"862",100777197,"LOC100777197","GLYMA_10G115500","cytochrome P450 71D8-like",57619,"MSTRG.19512","t40","up",NA,NA
"863",100777208,"LOC100777208","GLYMA_18G254100","AAA-ATPase ASD, mitochondrial",106775,"MSTRG.36083","t40","up",NA,NA
"864",100777247,"LOC100777247","GLYMA_11G129800","cyanogenic beta-glucosidase",64286,"MSTRG.21981","t40","up",NA,NA
"865",100777264,"LOC100777264","GLYMA_12G235100","protein SRG1-like",72293,"MSTRG.24558","t40","up","protein SRG1-like","GO:0046872,GO:0016491"
"866",100777295,"LOC100777295","GLYMA_13G361900","pleiotropic drug resistance protein 1",80482,"MSTRG.27339","t40","up",NA,NA
"867",100777388,"LOC100777388","GLYMA_02G299700","two-pore potassium channel 1",11606,"MSTRG.4002","t40","up",NA,NA
"868",100777390,"LOC100777390","GLYMA_10G222400, gigantea","peroxidase 12",60024,"MSTRG.20313","t40","up",NA,NA
"869",100777465,"LOC100777465","GLYMA_13G235300","homeobox-DDT domain protein RLT1",77761,"MSTRG.26333","t40","up",NA,NA
"870",100777511,"LOC100777511","GLYMA_08G064700","glutamyl-tRNA reductase 2, chloroplastic",42875,"MSTRG.14597","t40","up",NA,NA
"871",100777541,"LOC100777541","GLYMA_02G125900","uncharacterized LOC100777541",8032,"MSTRG.2779","t40","up",NA,NA
"872",100777554,"LOC100777554","GLYMA_10G230000","protein SGT1 homolog B-like",60153,"MSTRG.20362","t40","up",NA,NA
"873",100777578,"LOC100777578","GLYMA_11G085300","probable serine/threonine-protein kinase PIX13",63374,"MSTRG.21610","t40","up","probable serine/threonine-protein kinase PIX13","GO:0005524,GO:0004674"
"874",100777751,"LOC100777751","GLYMA_03G210900","spermatogenesis-associated protein 20",16225,"MSTRG.5501","t40","up",NA,NA
"875",100777773,"LOC100777773","GLYMA_11G129900","cyanogenic beta-glucosidase",64287,"MSTRG.21982","t40","up",NA,NA
"876",100777818,"LOC100777818","GLYMA_06G128700","calcineurin B-like protein 4",31512,"MSTRG.10798","t40","up","calcineurin B-like protein 4","GO:0005509"
"877",100777929,"LOC100777929","GLYMA_10G291900","ankyrin repeat-containing protein ITN1",61421,"MSTRG.20861","t40","up",NA,NA
"878",100777930,"LOC100777930","GLYMA_18G270051v4","uncharacterized LOC100777930",107057,"MSTRG.36189","t40","up",NA,NA
"879",100778084,"LOC100778084","GLYMA_10G070200v4, C4DT","glycinol 4-dimethylallyltransferase-like",56623,"MSTRG.19288","t40","up",NA,NA
"880",100778149,"LOC100778149","GLYMA_01G211800, IFR2","NmrA-like family domain-containing protein",3850,"MSTRG.1229","t40","up",NA,NA
"881",100778162,"WRKY76","GLYMA_06G142000","WRKY transcription factor 76",31840,"MSTRG.10917","t40","up",NA,NA
"882",100778207,"LOC100778207","GLYMA_08G176000","uncharacterized protein",45247,"MSTRG.15477","t40","up",NA,NA
"883",100778239,"LOC100778239","GLYMA_01G048400","ribonuclease 3",1219,"MSTRG.478","t40","up",NA,NA
"884",100778253,"LOC100778253","GLYMA_02G158700","bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like",8711,"MSTRG.3019","t40","up",NA,NA
"885",100778270,"LOC100778270","GLYMA_18G300800","leucine-rich repeat extensin-like protein 6",107684,"MSTRG.36421","t40","up","leucine-rich repeat extensin-like protein 6",NA
"886",100778278,"LOC100778278","GLYMA_18G301600","uncharacterized protein At2g33490",107693,"MSTRG.36425","t40","up",NA,NA
"887",100778278,"LOC100778278","GLYMA_18G301600","uncharacterized protein At2g33490",107694,"MSTRG.36425","t40","up",NA,NA
"888",100778340,"LOC100778340","GLYMA_13G095300","probable xyloglucan endotransglucosylase/hydrolase protein 23",74644,"MSTRG.25205","t40","up","probable xyloglucan endotransglucosylase/hydrolase protein 23","GO:0048046,GO:0004553,GO:0016762,GO:0042546,GO:0071555,GO:0010411"
"889",100778395,"LOC100778395","GLYMA_16G057600","chloride channel protein CLC-b",92725,"MSTRG.31411","t40","up",NA,NA
"890",100778440,"LOC100778440","GLYMA_02G023500","dnaJ homolog subfamily B member 13",5837,"MSTRG.2025","t40","up",NA,NA
"891",100778467,"LOC100778467","GLYMA_10G045400","zinc finger protein ZAT11",56033,"MSTRG.19108","t40","up",NA,NA
"892",100778488,"LOC100778488","GLYMA_19G188100","probable 2-oxoglutarate/Fe(II)-dependent dioxygenase-like",111676,"MSTRG.37685","t40","up",NA,NA
"893",100778503,"LOC100778503","GLYMA_12G229000","AAA-ATPase At3g50940",72201,"MSTRG.24526","t40","up",NA,NA
"894",100778537,"LOC100778537","GLYMA_13G352700","probable LRR receptor-like serine/threonine-protein kinase At1g05700",80292,"MSTRG.27268","t40","up",NA,NA
"895",100778559,"LOC100778559","GLYMA_07G041400, GmJAZ1, JAZ1, ZINP3","protein TIFY 11B-like",36540,"MSTRG.12401","t40","up",NA,NA
"896",100778560,"LOC100778560","GLYMA_14G061200","nematode resistance protein-like HSPRO2",81939,"MSTRG.27890","t40","up",NA,NA
"897",100778601,"LOC100778601","GLYMA_02G171200","protein trichome birefringence",9047,"MSTRG.3097","t40","up",NA,NA
"898",100778648,"LOC100778648","GLYMA_11G181200","probable F-box protein At2g36090",64962,"MSTRG.22220","t40","up",NA,NA
"899",100778692,"LOC100778692","GLYMA_05G041600","protein JOKA2",24088,"MSTRG.8230","t40","up",NA,NA
"900",100778709,"LOC100778709","GLYMA_06G171150v4","calcium-binding protein CML38-like",32502,"MSTRG.11161","t40","up",NA,NA
"901",100778775,"LOC100778775","GLYMA_01G036800","protein JINGUBANG",974,"MSTRG.392","t40","up",NA,NA
"902",100778785,"LOC100778785","GLYMA_17G028000","lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",96675,"MSTRG.32695","t40","up",NA,NA
"903",100778798,"LOC100778798","GLYMA_02G239100","LEA domain-containing protein",10450,"MSTRG.3538","t40","up",NA,NA
"904",100779095,"LOC100779095","GLYMA_07G262500","S-type anion channel SLAH4",41192,"MSTRG.13945","t40","up","S-type anion channel SLAH4","GO:0016021,GO:0005886,GO:0008308,GO:0006873"
"905",100779130,"LOC100779130","GLYMA_01G182400","wall-associated receptor kinase-like 14",4034,"MSTRG.1311","t40","up",NA,NA
"906",100779173,"LOC100779173","GLYMA_10G036600","ethylene-responsive transcription factor ERF098-like protein",55840,"MSTRG.19037","t40","up",NA,NA
"907",100779180,"LOC100779180","GLYMA_11G069600","laccase-11",63088,"MSTRG.21481","t40","up","laccase-11","GO:0048046,GO:0005507,GO:0052716,GO:0016491,GO:0046274"
"908",100779306,"LOC100779306","GLYMA_09G138100","oxalate--CoA ligase",52113,"MSTRG.17670","t40","up",NA,NA
"909",100779314,"LOC100779314","GLYMA_17G042300","WRKY transcription factor 6",96987,"MSTRG.32825","t40","up",NA,NA
"910",100779395,"LOC100779395","GLYMA_05G124800","berberine bridge enzyme-like 28",26071,"MSTRG.8741","t40","up",NA,NA
"911",100779437,"LOC100779437","GLYMA_07G102400","protein C2-DOMAIN ABA-RELATED 4",37808,"MSTRG.12875","t40","up","protein C2-DOMAIN ABA-RELATED 4","GO:0005634,GO:0005886,GO:0009738"
"912",100779455,"LOC100779455","GLYMA_08G352300","G-type lectin S-receptor-like serine/threonine-protein kinase At1g11300",48988,"MSTRG.16681","t40","up",NA,NA
"913",100779485,"GSRLCK","GLYMA_17G117800","receptor-like cytoplasmic serine/threonine protein kinase GsRLCK",98613,"MSTRG.33456","t40","up",NA,NA
"914",100779492,"LOC100779492","GLYMA_09G281900","isoliquiritigenin 2'-O-methyltransferase-like",54951,"MSTRG.18701","t40","up",NA,NA
"915",100779499,"LOC100779499","GLYMA_09G023600, GmHD-ZIPIII-5","homeobox-leucine zipper protein ATHB-14-like",49864,"MSTRG.16984","t40","up",NA,NA
"916",100779508,"LOC100779508","GLYMA_18G077900","disease resistance protein RPM1",103293,"MSTRG.35052","t40","up",NA,NA
"917",100779546,"LOC100779546","GLYMA_11G243100","GATA zinc finger domain-containing protein 14",67035,"MSTRG.22865","t40","up",NA,NA
"918",100779571,"LOC100779571","GLYMA_20G119100","probable protein phosphatase 2C 15",115793,"MSTRG.39060","t40","up",NA,NA
"919",100779615,"LOC100779615","GLYMA_07G233900","pleiotropic drug resistance protein 3",40617,"MSTRG.13723","t40","up",NA,NA
"920",100779617,"LOC100779617","GLYMA_07G127100","probable LRR receptor-like serine/threonine-protein kinase At4g29180-like",38361,"MSTRG.13033","t40","up",NA,NA
"921",100779620,"LOC100779620","GLYMA_15G057300","uncharacterized LOC100779620",87042,"MSTRG.29494","t40","up",NA,NA
"922",100779628,"LOC100779628","GLYMA_15G207200","probable acyl-activating enzyme 17, peroxisomal",89991,"MSTRG.30497","t40","up",NA,NA
"923",100779644,"LOC100779644","GLYMA_08G021800","uncharacterized LOC100779644",41980,"MSTRG.14243","t40","up",NA,NA
"924",100779649,"CHS4A","GLYMA_08G110700, CHS4, GmCHS4a","chalcone synthase 4a",43851,"MSTRG.14963","t40","up",NA,NA
"925",100779686,"LOC100779686","GLYMA_10G111700","uncharacterized LOC100779686",57541,"MSTRG.19486","t40","up",NA,NA
"926",100779770,"NAC018","GLYMA_06G157400","NAC transcription factor",32171,"MSTRG.11042","t40","up",NA,NA
"927",100779783,"LOC100779783","GLYMA_07G035800","uncharacterized LOC100779783",36410,"MSTRG.12353","t40","up",NA,NA
"928",100779830,"LOC100779830","GLYMA_01G245200","tetratricopeptide repeat protein SKI3",5371,"MSTRG.1826","t40","up",NA,NA
"929",100779957,"LOC100779957","GLYMA_06G113100","uncharacterized protein At4g08330, chloroplastic",31173,"MSTRG.10664","t40","up",NA,NA
"930",100779984,"LOC100779984","GLYMA_07G027500","putative UPF0481 protein At3g02645",36238,"MSTRG.12291","t40","up",NA,NA
"931",100780058,"LOC100780058","GLYMA_18G015000","uncharacterized LOC100780058",102069,"MSTRG.34586","t40","up",NA,NA
"932",100780060,"LOC100780060","GLYMA_18G184500","auxin response factor 9",105406,"MSTRG.35616","t40","up",NA,NA
"933",100780074,"LOC100780074","GLYMA_03G241500","sugar transporter ERD6-like 5",16860,"MSTRG.5750","t40","up",NA,NA
"934",100780084,"LOC100780084","GLYMA_19G016100","probable galacturonosyltransferase-like 10",108063,"MSTRG.36555","t40","up",NA,NA
"935",100780151,"LOC100780151","GLYMA_14G170800","phosphatidylinositol transfer protein 3",84608,"MSTRG.28631","t40","up",NA,NA
"936",100780155,"LOC100780155","GLYMA_14G049200","1-aminocyclopropane-1-carboxylate oxidase",81686,"MSTRG.27815","t40","up",NA,NA
"937",100780208,"LOC100780208","GLYMA_02G091500","uncharacterized LOC100780208",7257,"MSTRG.2526","t40","up",NA,NA
"938",100780246,"LOC100780246","GLYMA_11G070200","NmrA-like family domain-containing protein",63101,"MSTRG.21487","t40","up",NA,NA
"939",100780267,"MYB145","GLYMA_12G066000","MYB transcription factor MYB145",68815,"MSTRG.23486","t40","up",NA,NA
"940",100780305,"LOC100780305","GLYMA_06G079500","uncharacterized LOC100780305",30427,"MSTRG.10379","t40","up",NA,NA
"941",100780344,"LOC100780344","GLYMA_15G124900","leucine-rich repeat receptor protein kinase HPCA1",88335,"MSTRG.30012","t40","up",NA,NA
"942",100780361,"LOC100780361","GLYMA_01G195300","uncharacterized LOC100780361",4305,"MSTRG.1419","t40","up",NA,NA
"943",100780368,"LOC100780368","GLYMA_01G037600","formin-like protein 8",984,"MSTRG.399","t40","up",NA,NA
"944",100780372,"LOC100780372","GLYMA_09G111800","VQ motif-containing protein 25-like",51572,"MSTRG.17539","t40","up",NA,NA
"945",100780402,"LOC100780402","GLYMA_18G256500","WRKY transcription factor 72A",106818,"MSTRG.36098","t40","up",NA,NA
"946",100780465,"LOC100780465","GLYMA_09G211600","isoflavone reductase homolog",53490,"MSTRG.18166","t40","up",NA,NA
"947",100780503,"LOC100780503","GLYMA_07G103700","NDR1/HIN1-like protein 10",37842,"MSTRG.12889","t40","up",NA,NA
"948",100780563,"LOC100780563","GLYMA_17G110300","xylogalacturonan beta-1,3-xylosyltransferase",98464,"MSTRG.33389","t40","up",NA,NA
"949",100780567,"LOC100780567","GLYMA_09G099900","probable LRR receptor-like serine/threonine-protein kinase At1g56130",51366,"MSTRG.17491","t40","up",NA,NA
"950",100780580,"LOC100780580","GLYMA_10G296900","clathrin interactor EPSIN 2",61568,"MSTRG.20908","t40","up",NA,NA
"951",100780587,"LOC100780587","GLYMA_10G023300","receptor-like cytosolic serine/threonine-protein kinase RBK2",55583,"MSTRG.18940","t40","up",NA,NA
"952",100780590,"LOC100780590","","receptor-like protein kinase ANXUR2",107078,"MSTRG.36198","t40","up",NA,NA
"953",100780605,"LOC100780605","GLYMA_11G062600, CYP71D8","cytochrome P450 71D8",62959,"MSTRG.21435","t40","up",NA,NA
"954",100780711,"LOC100780711","GLYMA_08G292000","IAA-amino acid hydrolase ILR1-like 4",47741,"MSTRG.16261","t40","up",NA,NA
"955",100780722,"LOC100780722","GLYMA_16G148600","nudix hydrolase 12, mitochondrial",94737,"MSTRG.31964","t40","up",NA,NA
"956",100780775,"LOC100780775","GLYMA_10G036700","ethylene-response factor C3",55841,"MSTRG.19038","t40","up",NA,NA
"957",100780830,"LOC100780830","GLYMA_01G074500","uncharacterized LOC100780830",1709,"MSTRG.597","t40","up",NA,NA
"958",100780887,"LOC100780887","GLYMA_08G227200","calcium and calcium/calmodulin-dependent serine/threonine-protein kinase",46314,"MSTRG.15870","t40","up",NA,NA
"959",100780890,"LOC100780890","GLYMA_16G016700","NAC domain-containing protein 69",91903,"MSTRG.31074","t40","up",NA,NA
"960",100780892,"LOC100780892","GLYMA_08G008100","auxin response factor 2B",41673,"MSTRG.14118","t40","up",NA,NA
"961",100780913,"LOC100780913","GLYMA_01G048500","beta-1,3-galactosyltransferase GALT1",1223,"MSTRG.479","t40","up",NA,NA
"962",100780924,"LOC100780924","GLYMA_09G282600","uncharacterized protein At5g23160",54971,"MSTRG.18707","t40","up",NA,NA
"963",100780940,"LOC100780940","GLYMA_02G088700","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4",7180,"MSTRG.2507","t40","up",NA,NA
"964",100781008,"LOC100781008","GLYMA_14G201100","probable O-methyltransferase 3",85165,"MSTRG.28819","t40","up",NA,NA
"965",100781051,"LOC100781051","GLYMA_14G158600","putative wall-associated receptor kinase-like 16",84130,"MSTRG.28510","t40","up",NA,NA
"966",100781056,"LOC100781056","GLYMA_15G121000","U-box domain-containing protein 54",88241,"MSTRG.29979","t40","up",NA,NA
"967",100781077,"LOC100781077","GLYMA_08G336800","probable amino acid permease 7",48687,"MSTRG.16568","t40","up",NA,NA
"968",100781089,"LOC100781089","GLYMA_01G020800","rhamnogalacturonate lyase",658,"MSTRG.281","t40","up",NA,NA
"969",100781094,"LOC100781094","GLYMA_09G063300","pathogen-associated molecular patterns-induced protein A70",50657,"MSTRG.17284","t40","up",NA,NA
"970",100781129,"LOC100781129","GLYMA_10G214700","probable alkaline/neutral invertase D",59850,"MSTRG.20247","t40","up",NA,NA
"971",100781132,"LOC100781132","GLYMA_18G271400","receptor-like protein kinase ANXUR2",107079,"MSTRG.36199","t40","up",NA,NA
"972",100781212,"LOC100781212","GLYMA_13G363000","acyl-protein thioesterase 2",80507,"MSTRG.27346","t40","up",NA,NA
"973",100781293,"LOC100781293","GLYMA_10G201200","protein PSK SIMULATOR 3",59499,"MSTRG.20128","t40","up",NA,NA
"974",100781316,"IFR","GLYMA_11G070500, GmIFR, IFR3","isoflavone reductase",63105,"MSTRG.21488","t40","up",NA,NA
"975",100781328,"LOC100781328","GLYMA_11G086700","amino acid transporter AVT3C",63408,"MSTRG.21624","t40","up",NA,NA
"976",100781337,"LOC100781337","GLYMA_12G186800","F-box protein At2g27310",71424,"MSTRG.24210","t40","up",NA,NA
"977",100781461,"LOC100781461","GLYMA_09G019900","BOI-related E3 ubiquitin-protein ligase 1",49777,"MSTRG.16956","t40","up",NA,NA
"978",100781528,"LOC100781528","GLYMA_12G080100","xyloglucan endotransglucosylase/hydrolase protein 31",69133,"MSTRG.23586","t40","up",NA,NA
"979",100781603,"LOC100781603","GLYMA_15G186300","WRKY transcription factor 42",89564,"MSTRG.30397","t40","up",NA,NA
"980",100781624,"LOC100781624","GLYMA_08G351932v4","1-aminocyclopropane-1-carboxylate oxidase homolog 1",48983,"MSTRG.16679","t40","up",NA,NA
"981",100781699,"LOC100781699","GLYMA_11G203000","NDR1/HIN1-like protein 6",66170,"MSTRG.22556","t40","up",NA,NA
"982",100781700,"LOC100781700","GLYMA_11G242100","uncharacterized LOC100781700",67019,"MSTRG.22857","t40","up",NA,NA
"983",100781706,"LOC100781706","GLYMA_19G236800","E3 ubiquitin-protein ligase ATL6",112695,"MSTRG.38109","t40","up",NA,NA
"984",100781710,"LOC100781710","GLYMA_04G089700","phosphoenolpyruvate carboxykinase (ATP) 1",19332,"MSTRG.6691","t40","up",NA,NA
"985",100781713,"LOC100781713","GLYMA_04G195700","F-box protein At1g67340",21667,"MSTRG.7308","t40","up",NA,NA
"986",100781718,"LOC100781718","GLYMA_04G240100","WAT1-related protein At5g40210",22670,"MSTRG.7658","t40","up",NA,NA
"987",100781727,"LOC100781727","GLYMA_04G036700","transcription factor MYB77",18143,"MSTRG.6264","t40","up",NA,NA
"988",100781764,"LOC100781764","GLYMA_06G036400","mitogen-activated protein kinase kinase kinase 5",29545,"MSTRG.10047","t40","up",NA,NA
"989",100781785,"LOC100781785","GLYMA_15G021800","LRR receptor-like serine/threonine-protein kinase IOS1",86208,"MSTRG.29194","t40","up","LRR receptor-like serine/threonine-protein kinase IOS1","GO:0016021,GO:0005524,GO:0004674"
"990",100781863,"LOC100781863","GLYMA_11G070600, IFR4","NmrA-like family domain-containing protein",63108,"MSTRG.21489","t40","up",NA,NA
"991",100781890,"LOC100781890","GLYMA_20G059100","OBERON-like protein",114464,"MSTRG.38638","t40","up",NA,NA
"992",100781948,"LOC100781948","GLYMA_07G215900","uncharacterized protein At4g06744",40254,"MSTRG.13595","t40","up",NA,NA
"993",100781974,"LOC100781974","GLYMA_16G017200","soluble inorganic pyrophosphatase 1",91911,"MSTRG.31075","t40","up","soluble inorganic pyrophosphatase 1",NA
"994",100781997,"LOC100781997","GLYMA_17G104800","homeobox protein knotted-1-like LET12",98335,"MSTRG.33342","t40","up",NA,NA
"995",100781997,"LOC100781997","GLYMA_17G104800","homeobox protein knotted-1-like LET12",98336,"MSTRG.33342","t40","up",NA,NA
"996",100782012,"LOC100782012","GLYMA_09G109600","protein trichome birefringence",51529,"MSTRG.17526","t40","up",NA,NA
"997",100782104,"LOC100782104","GLYMA_13G095200","probable xyloglucan endotransglucosylase/hydrolase protein 23",74643,"MSTRG.25204","t40","up","probable xyloglucan endotransglucosylase/hydrolase protein 23","GO:0048046,GO:0004553,GO:0016762,GO:0042546,GO:0071555,GO:0010411"
"998",100782266,"CRK70","GLYMA_20G137900, GmCRK70","cysteine-rich receptor-like protein kinase",116216,"MSTRG.39210","t40","up","cysteine-rich receptor-like protein kinase","GO:0016021,GO:0005886,GO:0005524,GO:0004674,GO:0006468"
"999",100782269,"LOC100782269","GLYMA_05G194100","lipase-like PAD4",27480,"MSTRG.9302","t40","up",NA,NA
"1000",100782320,"LOC100782320","GLYMA_15G253500","cold-responsive protein kinase 1",91097,"MSTRG.30756","t40","up",NA,NA
"1001",100782327,"LOC100782327","GLYMA_08G328800","disease resistance protein RPM1",48501,"MSTRG.16509","t40","up",NA,NA
"1002",100782330,"LOC100782330","GLYMA_08G091500","glutamate decarboxylase 1",43404,"MSTRG.14789","t40","up",NA,NA
